-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/14/2014 through 04/14/2024 
Location: Latitude  21.1571   Longitude 79.0825 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 282.6 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,PS,WS10M
2016,5,12,37.65,44.84,29.73,25.88,0.08,97.11,1.67
2016,5,13,38.33,45.4,30.52,23.94,0.05,97.1,2.27
2016,5,14,38.83,46.27,30.55,22.19,0.0,97.18,1.55
2016,5,15,38.58,46.44,30.92,25.31,0.0,97.23,4.04
2016,5,16,38.85,46.05,31.37,26.44,0.0,97.06,4.7
2016,5,17,38.65,45.87,31.19,27.56,0.0,96.88,5.27
2016,5,18,37.92,44.48,31.26,32.38,0.0,96.8,4.43
2016,5,19,37.02,43.14,30.76,30.81,0.0,96.79,4.41
2016,5,20,38.73,45.43,31.19,28.81,0.01,96.58,2.38
2016,5,21,39.35,46.92,31.83,23.62,0.42,96.6,7.45
2016,5,22,38.01,46.13,30.48,26.62,1.55,96.88,6.34
2016,5,23,37.65,45.04,30.65,29.0,0.0,96.98,6.25
2016,5,24,37.97,45.7,31.01,27.19,0.01,96.97,6.21
2016,5,25,37.5,44.17,30.75,26.25,0.33,96.91,6.9
2016,5,26,37.18,44.76,29.95,28.44,0.09,97.01,5.43
2016,5,27,38.12,45.23,31.01,27.0,0.0,97.07,6.03
2016,5,28,37.56,43.3,31.43,28.69,0.09,97.05,5.08
2016,5,29,37.52,43.88,30.43,28.0,0.95,96.96,5.41
2016,5,30,37.35,43.65,30.85,28.31,0.89,96.99,3.81
2016,5,31,38.17,44.56,30.93,25.81,0.0,97.07,2.96
2016,6,1,38.05,42.87,32.38,26.38,0.31,97.09,2.88
2016,6,2,39.33,45.28,33.05,24.75,0.1,96.96,1.85
2016,6,3,39.55,46.15,33.01,24.31,0.01,96.88,3.22
2016,6,4,37.03,43.08,30.69,36.0,1.45,96.98,4.1
2016,6,5,35.5,41.86,30.41,42.06,0.53,97.09,4.54
2016,6,6,34.73,40.0,28.84,44.06,0.79,97.11,3.47
2016,6,7,36.05,43.46,29.69,40.12,0.89,97.05,3.3
2016,6,8,35.02,42.73,28.5,45.19,1.25,97.0,4.74
2016,6,9,35.01,42.29,28.21,43.12,3.13,96.97,4.65
2016,6,10,35.49,41.9,28.88,42.31,0.61,96.98,4.62
2016,6,11,35.08,41.37,29.95,43.06,1.18,97.04,4.02
2016,6,12,34.63,40.2,30.01,45.19,6.29,96.98,4.41
2016,6,13,34.36,40.63,27.95,42.5,0.36,96.96,4.65
2016,6,14,35.57,42.19,29.24,38.81,0.0,96.9,5.7
2016,6,15,35.71,41.22,30.24,38.06,0.0,96.8,6.37
2016,6,16,35.93,41.42,30.2,36.94,0.33,96.76,4.65
2016,6,17,33.65,38.48,27.06,44.5,8.53,96.8,3.94
2016,6,18,30.28,36.23,25.79,63.0,5.67,96.95,2.92
2016,6,19,30.78,36.51,26.62,63.38,3.06,96.97,2.27
2016,6,20,31.35,37.19,26.41,60.75,0.48,96.97,4.54
2016,6,21,32.32,38.34,26.36,56.38,0.06,96.98,4.13
2016,6,22,31.02,34.76,27.65,64.06,22.6,97.15,3.38
2016,6,23,30.32,34.87,27.15,71.88,9.23,97.1,2.22
2016,6,24,28.41,31.46,25.73,78.0,18.33,97.06,2.56
2016,6,25,29.11,34.23,25.17,74.12,2.71,97.07,2.84
2016,6,26,29.12,33.33,25.56,73.81,11.29,97.06,2.46
2016,6,27,28.82,32.96,25.26,76.5,9.96,96.93,2.48
2016,6,28,27.97,32.01,25.73,84.38,28.75,96.81,2.94
2016,6,29,29.69,34.27,24.98,76.88,6.98,96.82,2.42
2016,6,30,30.19,34.91,26.04,74.75,12.1,96.79,3.09
2016,7,1,28.67,32.18,25.87,82.56,11.23,96.71,4.85
2016,7,2,27.48,30.68,25.15,85.94,35.24,96.8,4.18
2016,7,3,27.23,30.01,24.99,87.62,28.55,96.87,4.84
2016,7,4,26.79,29.32,25.05,88.25,15.55,96.89,4.15
2016,7,5,26.48,30.01,24.48,86.38,25.57,96.86,6.05
2016,7,6,26.66,31.01,24.32,84.12,7.78,96.84,5.97
2016,7,7,26.67,29.79,24.55,85.62,23.28,96.78,7.89
2016,7,8,25.6,27.8,24.05,91.94,61.85,96.53,8.7
2016,7,9,26.71,29.99,24.84,90.38,41.96,96.33,5.61
2016,7,10,26.83,30.83,24.7,87.88,10.95,96.39,5.39
2016,7,11,27.63,31.03,24.8,88.75,23.94,96.34,4.33
2016,7,12,25.62,27.43,23.83,90.88,22.97,96.72,7.38
2016,7,13,26.33,29.81,22.77,86.12,1.39,96.95,4.59
2016,7,14,27.73,31.73,24.2,82.06,0.02,97.0,4.33
2016,7,15,26.91,29.81,24.5,85.38,1.49,97.06,3.91
2016,7,16,26.74,30.09,24.04,84.56,3.07,97.18,3.74
2016,7,17,26.39,30.55,23.56,86.19,6.17,97.45,3.73
2016,7,18,25.48,28.75,23.57,89.12,13.23,97.45,3.32
2016,7,19,25.38,27.8,23.3,88.81,3.74,97.33,4.37
2016,7,20,26.9,31.12,23.63,86.19,6.05,97.2,3.63
2016,7,21,27.35,31.17,24.33,86.69,18.52,97.06,2.58
2016,7,22,27.74,31.16,25.2,87.56,22.48,96.93,2.33
2016,7,23,27.06,30.56,24.72,87.69,10.8,96.97,2.41
2016,7,24,27.1,30.48,24.07,85.62,8.77,97.11,2.33
2016,7,25,26.81,30.01,24.4,88.44,16.31,97.21,2.91
2016,7,26,26.23,29.53,24.12,91.62,17.1,97.23,3.61
2016,7,27,26.72,30.51,24.11,88.0,12.6,97.27,5.07
2016,7,28,26.3,29.56,23.83,87.38,3.98,97.29,4.11
2016,7,29,26.15,28.94,23.18,87.88,5.42,97.2,2.28
2016,7,30,26.34,29.65,23.58,87.62,19.67,97.14,2.47
2016,7,31,25.83,28.46,23.83,90.69,15.26,97.11,3.16
2016,8,1,26.43,29.38,24.15,89.81,7.05,96.85,4.46
2016,8,2,25.76,28.65,24.04,90.5,15.49,96.6,4.48
2016,8,3,25.54,28.15,23.32,89.88,8.32,96.62,5.89
2016,8,4,26.2,29.53,23.5,89.44,8.41,96.7,5.73
2016,8,5,25.3,26.98,23.86,92.5,13.29,96.79,5.09
2016,8,6,25.43,27.48,23.79,92.56,15.93,96.78,5.38
2016,8,7,25.68,28.48,23.34,89.94,8.49,96.96,5.62
2016,8,8,26.2,29.65,23.29,87.19,0.99,97.14,4.98
2016,8,9,26.5,29.76,23.46,88.12,2.79,97.07,5.04
2016,8,10,25.61,28.1,24.08,90.25,2.77,97.18,4.62
2016,8,11,25.63,28.62,23.62,89.44,1.56,97.32,4.21
2016,8,12,25.55,28.84,23.33,89.31,0.42,97.29,4.21
2016,8,13,26.44,30.16,23.33,87.44,1.35,97.12,4.43
2016,8,14,26.32,29.61,24.08,89.31,96.88,97.06,5.04
2016,8,15,25.37,28.32,23.18,90.81,42.72,96.99,5.09
2016,8,16,26.12,30.17,23.15,86.62,0.37,96.85,5.41
2016,8,17,25.04,27.7,23.18,89.69,0.0,96.89,4.99
2016,8,18,25.83,29.83,23.07,85.69,0.22,96.93,5.23
2016,8,19,24.98,28.78,22.19,86.75,0.27,97.01,4.8
2016,8,20,25.24,29.56,21.66,85.31,0.64,97.13,4.1
2016,8,21,25.76,30.19,21.58,84.94,0.2,97.22,3.34
2016,8,22,25.9,29.8,22.77,84.5,0.57,97.26,3.24
2016,8,23,26.05,30.01,22.68,86.31,3.67,97.17,3.64
2016,8,24,26.73,30.45,23.76,83.69,1.43,97.18,2.88
2016,8,25,26.76,30.32,23.64,85.0,7.28,97.28,2.66
2016,8,26,26.9,30.9,23.3,85.12,5.85,97.21,2.69
2016,8,27,27.02,31.01,23.7,80.62,8.9,97.26,1.25
2016,8,28,27.42,31.13,23.94,84.38,1.39,97.33,1.54
2016,8,29,28.46,31.71,25.17,80.69,1.79,97.23,1.27
2016,8,30,27.51,31.01,25.03,87.06,13.41,97.12,2.3
2016,8,31,26.2,28.84,24.14,90.5,20.66,97.17,2.31
2016,9,1,26.51,30.47,23.19,86.88,5.53,97.23,2.98
2016,9,2,26.32,30.49,23.45,87.5,3.88,97.24,4.16
2016,9,3,26.16,29.75,23.68,87.19,1.66,97.24,3.57
2016,9,4,25.6,29.51,22.82,84.25,0.28,97.44,3.72
2016,9,5,25.41,30.09,21.76,83.75,0.13,97.5,3.76
2016,9,6,25.26,29.72,21.91,83.06,0.06,97.54,4.22
2016,9,7,25.03,29.82,20.82,83.31,0.46,97.47,3.94
2016,9,8,25.48,29.71,21.59,84.44,0.06,97.47,3.36
2016,9,9,25.94,29.6,22.61,86.56,0.33,97.5,3.45
2016,9,10,26.51,30.48,23.42,86.81,14.01,97.44,3.09
2016,9,11,25.31,27.4,23.61,92.69,10.99,97.28,3.49
2016,9,12,25.87,29.56,23.19,89.0,21.93,97.28,3.55
2016,9,13,25.61,28.03,23.93,91.88,15.09,97.34,3.2
2016,9,14,26.76,30.71,23.4,86.81,4.89,97.32,2.39
2016,9,15,26.8,30.67,23.79,87.19,1.84,97.23,2.88
2016,9,16,27.13,31.13,23.97,87.38,2.17,97.17,2.8
2016,9,17,27.14,30.55,24.54,85.94,6.22,97.2,1.47
2016,9,18,26.45,29.73,23.39,86.25,3.18,97.34,2.38
2016,9,19,26.8,30.84,23.07,84.19,3.78,97.3,1.4
2016,9,20,26.76,30.05,23.33,85.81,2.73,97.25,1.28
2016,9,21,26.82,30.08,24.18,87.38,1.79,97.35,2.12
2016,9,22,26.58,30.26,23.57,86.88,1.61,97.39,2.9
2016,9,23,26.42,29.97,23.58,87.56,1.67,97.14,2.79
2016,9,24,26.26,29.73,23.56,88.69,6.97,96.95,3.52
2016,9,25,25.48,28.0,23.7,93.25,28.39,97.02,3.21
2016,9,26,25.45,28.4,23.03,90.75,19.43,97.22,2.98
2016,9,27,26.21,29.33,23.93,89.44,12.07,97.3,2.74
2016,9,28,25.8,29.15,22.92,89.0,9.98,97.23,3.34
2016,9,29,24.85,27.33,22.53,91.31,5.1,97.17,3.59
2016,9,30,25.5,28.36,23.26,91.94,8.33,97.14,2.8
2016,10,1,26.19,29.94,23.65,90.06,4.52,97.26,3.76
2016,10,2,25.62,28.56,23.88,91.81,7.39,97.5,1.96
2016,10,3,26.15,29.96,23.06,88.19,0.18,97.51,2.48
2016,10,4,26.21,30.08,23.04,86.94,0.13,97.5,2.83
2016,10,5,25.87,29.58,22.72,89.38,7.47,97.39,2.7
2016,10,6,25.83,29.08,23.28,88.44,5.3,97.45,2.92
2016,10,7,26.27,29.67,23.34,88.56,10.81,97.44,2.32
2016,10,8,26.35,29.61,23.83,89.0,25.98,97.42,2.16
2016,10,9,25.85,30.01,22.69,86.69,3.07,97.39,3.28
2016,10,10,25.42,30.51,20.51,84.25,6.1,97.48,2.79
2016,10,11,25.47,31.08,20.97,83.44,0.36,97.55,3.13
2016,10,12,24.58,30.69,19.62,78.69,0.0,97.65,2.61
2016,10,13,23.08,29.11,17.26,69.5,0.0,97.82,2.27
2016,10,14,23.02,29.24,16.37,68.25,0.0,97.87,1.62
2016,10,15,23.89,29.65,17.87,66.56,0.0,97.9,1.37
2016,10,16,24.13,29.69,17.68,65.0,0.0,97.93,1.39
2016,10,17,23.7,29.19,18.0,62.25,0.0,97.86,1.54
2016,10,18,23.2,28.77,16.51,63.38,0.0,97.78,1.84
2016,10,19,23.32,29.4,17.2,63.94,0.0,97.69,1.46
2016,10,20,22.98,29.03,17.18,64.75,0.0,97.61,1.38
2016,10,21,22.9,28.95,16.62,63.44,0.0,97.7,1.54
2016,10,22,23.23,29.23,17.54,60.75,0.0,97.86,1.27
2016,10,23,23.16,29.39,16.58,65.88,0.0,97.87,1.38
2016,10,24,22.47,29.06,16.8,74.69,0.0,97.8,2.5
2016,10,25,22.54,28.8,16.23,74.19,0.0,97.75,2.45
2016,10,26,22.3,28.81,16.83,73.69,0.0,97.9,2.5
2016,10,27,20.8,28.15,15.36,75.75,0.0,98.08,3.14
2016,10,28,20.57,27.33,13.6,75.19,0.0,98.01,2.46
2016,10,29,21.62,28.33,15.73,75.88,0.0,97.97,2.86
2016,10,30,21.37,27.75,15.87,76.88,0.0,98.11,2.7
2016,10,31,20.84,27.25,14.64,74.75,0.0,98.33,2.36
2016,11,1,20.73,26.98,14.94,76.25,0.0,98.25,2.52
2016,11,2,20.86,27.06,14.83,76.75,0.0,98.2,2.47
2016,11,3,21.46,27.85,15.41,77.62,0.0,98.17,2.33
2016,11,4,22.35,27.83,17.3,80.75,0.0,97.92,2.75
2016,11,5,23.19,28.25,19.58,83.44,0.0,97.75,2.84
2016,11,6,22.2,27.98,16.73,62.44,0.0,97.94,2.3
2016,11,7,21.59,28.8,13.69,55.75,0.0,98.09,1.91
2016,11,8,21.63,28.15,14.98,55.38,0.0,98.16,1.15
2016,11,9,19.33,26.69,11.91,61.0,0.0,98.25,1.76
2016,11,10,18.66,26.05,10.63,58.81,0.0,98.16,1.52
2016,11,11,18.81,26.12,11.22,63.19,0.0,98.15,1.78
2016,11,12,19.19,25.87,11.62,65.38,0.0,98.27,1.49
2016,11,13,19.76,26.45,12.25,67.69,0.0,98.36,1.74
2016,11,14,20.61,27.05,13.48,69.69,0.0,98.28,1.62
2016,11,15,20.13,27.14,14.22,73.38,0.0,98.23,2.38
2016,11,16,19.58,27.37,13.43,73.06,0.0,98.31,2.81
2016,11,17,18.99,26.33,11.94,65.94,0.0,98.36,2.34
2016,11,18,18.94,26.44,11.18,65.44,0.0,98.23,1.96
2016,11,19,19.24,26.9,12.16,67.19,0.0,98.08,1.46
2016,11,20,19.9,27.7,12.44,66.81,0.0,98.12,1.39
2016,11,21,20.23,27.78,12.62,62.38,0.0,98.13,1.3
2016,11,22,20.08,28.03,12.51,57.38,0.0,98.08,1.59
2016,11,23,19.9,27.9,12.65,58.38,0.0,98.07,1.38
2016,11,24,19.58,27.73,11.36,62.19,0.0,98.16,1.84
2016,11,25,19.19,27.84,10.57,59.69,0.0,98.11,1.91
2016,11,26,20.33,29.42,12.37,52.38,0.0,98.09,1.74
2016,11,27,20.89,30.57,12.01,51.56,0.0,98.09,2.37
2016,11,28,20.23,29.25,11.13,55.5,0.0,98.1,1.84
2016,11,29,21.17,29.39,12.5,50.38,0.0,98.18,1.04
2016,11,30,20.02,28.45,11.61,59.0,0.0,98.25,1.68
2016,12,1,19.62,28.16,12.12,70.62,0.0,98.25,2.18
2016,12,2,19.99,28.48,14.03,75.5,0.0,98.29,2.43
2016,12,3,20.23,28.28,14.46,77.75,0.0,98.44,2.57
2016,12,4,20.64,28.49,14.17,70.56,0.0,98.5,2.27
2016,12,5,19.61,27.62,12.51,66.62,0.0,98.36,1.95
2016,12,6,18.55,26.83,11.19,67.12,0.0,98.35,2.23
2016,12,7,18.64,27.08,10.49,62.56,0.0,98.29,1.8
2016,12,8,17.75,26.99,9.87,56.75,0.0,98.18,2.3
2016,12,9,17.23,26.3,9.01,57.0,0.0,98.05,2.52
2016,12,10,17.51,26.9,8.55,59.0,0.0,98.02,2.32
2016,12,11,18.05,28.91,9.57,59.75,0.0,97.98,3.02
2016,12,12,18.37,28.76,10.83,61.94,0.0,98.01,2.98
2016,12,13,19.14,29.46,11.7,63.31,0.0,98.06,3.16
2016,12,14,19.49,29.01,12.08,60.88,0.0,98.23,2.96
2016,12,15,19.16,28.55,11.76,60.69,0.0,98.31,2.67
2016,12,16,19.19,28.05,10.67,55.88,0.0,98.4,1.85
2016,12,17,18.7,27.87,9.83,52.94,0.0,98.37,2.09
2016,12,18,18.19,27.5,9.2,48.75,0.0,98.38,2.11
2016,12,19,18.04,27.66,8.65,49.19,0.0,98.38,1.86
2016,12,20,18.38,28.33,8.89,46.81,0.0,98.31,1.99
2016,12,21,18.37,28.88,8.63,45.19,0.0,98.32,2.13
2016,12,22,18.23,29.3,8.65,42.38,0.0,98.22,2.28
2016,12,23,17.85,28.81,7.92,43.69,0.0,98.08,2.19
2016,12,24,18.18,29.4,8.98,48.5,0.0,97.94,1.97
2016,12,25,18.86,28.94,9.53,54.81,0.0,98.05,1.84
2016,12,26,18.46,28.93,9.52,39.44,0.0,98.19,2.81
2016,12,27,16.36,27.19,7.76,47.56,0.0,98.31,3.07
2016,12,28,17.58,27.04,8.98,55.31,0.0,98.31,2.21
2016,12,29,19.09,28.38,10.1,50.75,0.0,98.29,1.7
2016,12,30,19.52,29.71,10.38,51.5,0.0,98.28,1.7
2016,12,31,20.07,29.31,10.94,49.12,0.0,98.2,1.65
2017,1,1,20.39,28.79,11.98,49.88,0.0,98.18,1.66
2017,1,2,19.72,28.52,13.68,51.5,0.0,98.23,2.22
2017,1,3,17.84,27.19,10.73,56.12,0.0,98.34,3.07
2017,1,4,18.76,26.91,10.16,55.94,0.0,98.27,1.8
2017,1,5,18.91,28.19,11.35,52.69,0.0,98.19,1.68
2017,1,6,19.18,28.69,10.26,52.44,0.0,98.07,2.01
2017,1,7,19.05,28.42,11.02,51.62,0.0,97.83,2.61
2017,1,8,19.48,28.06,11.83,56.94,0.0,97.84,2.24
2017,1,9,20.31,27.67,12.55,65.12,1.65,97.86,2.43
2017,1,10,19.35,26.96,13.6,64.56,0.23,97.99,2.82
2017,1,11,18.08,26.03,10.51,53.5,0.0,98.14,2.2
2017,1,12,16.26,24.67,7.86,44.31,0.0,98.13,2.35
2017,1,13,15.81,25.71,7.01,41.5,0.0,98.19,2.52
2017,1,14,16.33,26.12,6.69,40.06,0.0,98.32,2.58
2017,1,15,18.48,28.7,8.62,41.56,0.0,98.37,2.16
2017,1,16,20.12,29.26,11.58,43.94,0.0,98.29,1.68
2017,1,17,21.15,29.68,14.36,47.75,0.0,98.24,1.38
2017,1,18,21.3,30.4,14.41,49.06,0.0,98.41,2.16
2017,1,19,20.33,30.21,12.66,54.88,0.0,98.51,2.87
2017,1,20,20.58,29.94,13.41,53.94,0.0,98.53,3.34
2017,1,21,21.55,31.07,13.51,50.12,0.0,98.52,2.66
2017,1,22,22.76,31.58,13.87,45.38,0.0,98.58,1.98
2017,1,23,22.35,31.8,14.03,45.5,0.0,98.52,2.36
2017,1,24,21.87,31.88,13.73,45.88,0.0,98.46,2.52
2017,1,25,21.15,31.06,12.93,46.94,0.0,98.49,2.63
2017,1,26,22.2,32.22,13.01,44.75,0.02,98.35,2.87
2017,1,27,23.53,32.65,16.35,44.44,0.0,98.23,2.55
2017,1,28,21.6,30.49,14.48,41.31,0.0,98.36,3.14
2017,1,29,21.73,31.46,11.58,27.25,0.0,98.37,1.99
2017,1,30,23.31,33.59,13.25,24.88,0.0,98.19,1.43
2017,1,31,23.73,33.44,14.74,26.38,0.0,98.08,1.58
2017,2,1,22.87,32.67,13.23,28.06,0.0,98.18,2.2
2017,2,2,22.83,32.8,14.05,38.5,0.0,98.36,2.41
2017,2,3,22.65,32.02,13.73,39.62,0.0,98.32,2.09
2017,2,4,23.11,33.93,13.71,34.06,0.0,98.15,2.39
2017,2,5,23.64,33.74,13.15,30.56,0.0,98.04,1.99
2017,2,6,24.26,33.44,15.68,30.25,0.0,98.04,1.94
2017,2,7,24.19,32.59,14.73,23.25,0.0,98.1,1.93
2017,2,8,24.57,34.05,13.81,22.38,0.0,98.14,1.62
2017,2,9,25.54,34.39,16.04,26.44,0.0,98.0,1.55
2017,2,10,24.57,32.92,15.62,28.62,0.0,97.97,2.42
2017,2,11,24.26,32.9,16.44,35.69,0.66,98.03,3.12
2017,2,12,25.22,33.14,17.86,40.69,0.12,98.28,2.95
2017,2,13,25.4,33.03,17.69,44.38,0.0,98.49,2.48
2017,2,14,25.65,33.9,18.45,43.19,0.0,98.62,2.35
2017,2,15,25.17,34.26,16.66,34.88,0.0,98.63,2.24
2017,2,16,24.91,35.3,15.54,25.38,0.0,98.43,3.13
2017,2,17,25.77,35.26,17.26,27.19,0.0,98.3,3.19
2017,2,18,26.3,37.24,16.68,27.0,0.0,98.3,3.68
2017,2,19,26.28,36.73,16.37,23.69,0.0,98.13,3.02
2017,2,20,26.88,37.33,17.35,21.31,0.0,97.76,2.46
2017,2,21,27.34,37.54,17.91,20.38,0.0,97.6,3.36
2017,2,22,27.14,37.4,17.53,18.56,0.0,97.77,2.9
2017,2,23,27.47,37.9,18.2,19.5,0.0,97.95,3.11
2017,2,24,24.87,35.31,15.65,12.69,0.0,98.23,3.78
2017,2,25,24.55,35.53,14.4,11.31,0.0,98.19,3.38
2017,2,26,25.9,37.27,14.58,13.44,0.0,97.94,3.16
2017,2,27,26.42,37.21,16.02,17.38,0.0,98.03,2.91
2017,2,28,26.83,37.33,15.62,14.06,0.0,98.1,2.81
2017,3,1,27.43,37.55,17.3,16.81,0.0,97.98,2.1
2017,3,2,27.27,37.04,17.8,19.19,0.0,97.79,2.86
2017,3,3,28.09,37.27,19.8,22.88,0.0,97.53,3.82
2017,3,4,27.26,37.17,18.38,20.5,0.0,97.47,4.23
2017,3,5,27.33,36.55,17.61,20.06,0.0,97.56,2.66
2017,3,6,26.88,36.23,17.75,18.06,0.0,97.63,3.37
2017,3,7,27.95,36.64,18.15,25.44,5.64,97.5,3.27
2017,3,8,27.3,36.17,20.01,37.5,1.92,97.4,3.35
2017,3,9,27.45,35.92,19.31,31.31,0.01,97.39,3.41
2017,3,10,27.9,36.25,19.68,29.06,0.0,97.3,4.22
2017,3,11,27.51,34.73,20.79,29.69,0.0,97.54,4.7
2017,3,12,24.73,33.55,16.79,15.88,0.0,97.86,3.48
2017,3,13,24.67,34.3,14.13,17.38,0.0,97.97,2.42
2017,3,14,25.42,35.02,15.62,16.12,0.0,98.0,2.73
2017,3,15,26.14,35.48,15.83,18.12,0.0,98.03,2.77
2017,3,16,26.79,36.1,17.9,23.44,0.26,97.86,3.32
2017,3,17,28.63,37.8,21.65,38.88,0.26,97.64,3.52
2017,3,18,28.41,38.09,18.57,20.62,0.0,97.73,2.82
2017,3,19,29.61,38.51,20.52,24.81,0.0,97.74,4.11
2017,3,20,27.91,36.87,20.4,27.31,0.0,97.91,4.06
2017,3,21,28.53,37.41,18.3,17.12,0.0,98.05,2.55
2017,3,22,30.41,39.51,19.15,15.19,0.0,97.92,1.23
2017,3,23,31.27,40.6,22.5,16.81,0.0,97.77,2.03
2017,3,24,31.97,41.6,22.16,19.19,0.0,97.68,3.01
2017,3,25,32.99,42.42,23.72,17.06,0.0,97.68,2.65
2017,3,26,33.32,42.3,23.27,15.19,0.0,97.74,2.13
2017,3,27,33.35,42.22,22.87,16.25,0.0,97.76,2.0
2017,3,28,33.38,42.92,23.76,15.12,0.0,97.72,2.02
2017,3,29,34.21,43.66,24.89,16.06,0.0,97.58,1.49
2017,3,30,34.18,43.63,24.61,16.5,0.0,97.62,2.04
2017,3,31,35.08,44.64,25.91,14.06,0.0,97.66,1.24
2017,4,1,34.83,43.78,25.31,16.94,0.0,97.5,2.09
2017,4,2,35.23,43.04,27.62,17.44,0.0,97.35,2.74
2017,4,3,34.58,43.43,25.73,14.81,0.0,97.45,3.28
2017,4,4,34.55,42.91,26.07,19.56,0.0,97.52,3.79
2017,4,5,34.23,42.88,25.55,19.88,0.0,97.43,3.35
2017,4,6,34.58,43.29,25.8,18.75,0.0,97.34,2.89
2017,4,7,34.61,43.42,25.98,16.56,0.0,97.42,3.62
2017,4,8,33.76,43.08,24.51,11.94,0.0,97.51,3.22
2017,4,9,33.06,42.73,23.43,8.75,0.0,97.55,3.2
2017,4,10,31.63,41.6,22.35,6.81,0.0,97.57,4.32
2017,4,11,31.78,41.98,21.01,7.12,0.0,97.57,3.47
2017,4,12,33.53,42.93,21.58,8.38,0.0,97.52,2.23
2017,4,13,34.15,43.68,23.58,8.69,0.0,97.46,1.82
2017,4,14,34.02,43.89,24.28,9.69,0.0,97.33,2.18
2017,4,15,34.16,44.18,24.3,14.94,0.0,97.14,2.5
2017,4,16,35.65,46.4,25.23,10.31,0.0,97.06,3.57
2017,4,17,35.6,45.23,25.59,12.25,0.0,97.28,2.96
2017,4,18,36.49,45.85,26.05,11.38,0.0,97.23,2.13
2017,4,19,36.65,45.89,27.73,12.12,0.0,97.15,4.48
2017,4,20,35.88,44.95,27.6,11.62,0.0,97.15,5.55
2017,4,21,36.17,45.1,27.32,16.12,0.0,97.15,4.95
2017,4,22,36.15,44.74,27.88,14.25,0.0,97.25,5.87
2017,4,23,35.1,43.71,26.78,15.75,0.0,97.32,5.54
2017,4,24,34.26,42.59,26.07,15.94,0.0,97.41,5.84
2017,4,25,34.01,42.65,25.24,17.88,0.0,97.4,5.12
2017,4,26,34.47,42.6,26.98,17.62,0.0,97.44,4.48
2017,4,27,35.1,43.73,26.73,12.62,0.0,97.5,4.83
2017,4,28,35.82,44.28,26.97,11.69,0.0,97.44,4.45
2017,4,29,35.97,44.12,27.73,14.31,0.0,97.45,4.01
2017,4,30,35.51,43.36,27.1,17.5,0.0,97.42,3.07
2017,5,1,35.23,42.29,27.63,19.12,0.0,97.49,3.48
2017,5,2,35.98,42.69,29.2,21.56,0.0,97.61,3.73
2017,5,3,36.27,43.12,28.72,23.62,0.0,97.58,3.25
2017,5,4,36.9,43.95,30.05,23.44,3.4,97.52,3.57
2017,5,5,37.57,45.48,29.65,18.25,0.0,97.4,2.07
2017,5,6,37.87,45.37,30.54,18.75,0.0,97.43,2.59
2017,5,7,36.99,44.04,30.3,25.62,0.02,97.54,5.31
2017,5,8,36.9,44.52,28.67,25.06,0.77,97.43,2.67
2017,5,9,37.46,44.89,29.51,20.69,0.77,97.28,2.54
2017,5,10,36.11,43.11,28.95,29.88,0.0,97.4,3.87
2017,5,11,35.95,43.04,28.86,31.44,0.0,97.46,3.27
2017,5,12,37.1,43.94,29.81,26.94,0.08,97.43,2.99
2017,5,13,37.9,44.98,30.91,26.38,2.23,97.24,3.38
2017,5,14,38.66,46.15,31.83,25.44,0.28,97.04,4.26
2017,5,15,39.32,46.97,31.31,24.56,0.26,96.92,3.23
2017,5,16,39.67,46.69,33.28,19.69,0.0,96.85,4.79
2017,5,17,39.19,46.27,32.05,18.38,0.0,96.89,5.88
2017,5,18,38.48,46.12,30.8,17.5,0.0,97.0,5.07
2017,5,19,38.33,46.12,31.1,15.56,0.0,97.1,4.51
2017,5,20,37.65,45.62,29.51,16.06,0.01,97.03,5.28
2017,5,21,37.32,45.2,29.59,15.81,0.0,96.99,4.92
2017,5,22,37.05,44.59,29.26,21.0,0.0,97.08,5.18
2017,5,23,37.8,45.42,29.99,19.38,0.0,97.1,4.35
2017,5,24,38.87,46.01,30.28,15.44,0.0,97.02,1.93
2017,5,25,39.93,45.64,33.47,19.06,0.0,96.86,1.75
2017,5,26,39.87,45.58,34.21,21.25,0.0,96.87,2.34
2017,5,27,40.07,46.99,33.38,25.25,1.15,96.71,3.45
2017,5,28,36.85,45.01,28.8,39.0,17.82,96.85,4.9
2017,5,29,33.98,40.75,28.04,52.25,1.57,96.82,2.87
2017,5,30,34.19,39.76,27.95,51.69,3.01,96.69,3.34
2017,5,31,33.62,40.08,27.8,52.56,1.79,96.82,3.29
2017,6,1,34.71,40.4,28.4,50.69,1.55,96.96,1.78
